"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"PPw_yeast_v4.1.nlogo"
"NI Model Survival Curves- 10/2024"
"11/28/2024 16:37:07:769 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-10","10"
"[run number]","Eat","Yeast-Speed","Yeast-intake-prob","Yeast-adhesion-prob","Yeast-deadhesion-Prob","Yeast-biofilm-secretion-rate","Beneficial-Microbe-Speed","Beneficial-Microbe-intake-prob","Beneficial-Microbe-adhesion-prob","Beneficial-Microbe-deadhesion-Prob","Beneficial-Microbe-molecule-secretion-rate","Beneficial-Microbe-molecule-degradation-rate","Worm-Death-Probability","[step]","count turtles","ticks","g-death-tracker"
"74","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","1496","421","1497","2"
"73","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3078","954","3079","1"
"75","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2370","723","2371","2"
"76","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","1213","336","1214","2"
"77","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","576","156","577","2"
"78","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","967","262","968","1"
"80","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2084","609","2085","1"
"79","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2546","824","2547","1"
"81","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","1744","504","1745","1"
"82","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","1456","426","1457","1"
"84","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","1854","549","1855","2"
"85","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","1083","306","1084","1"
"86","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2657","821","2658","2"
"83","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3937","1271","3938","2"
"88","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2612","757","2613","1"
"87","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3321","1036","3322","1"
"90","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","1819","550","1820","1"
"89","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3514","1069","3515","2"
"91","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2301","683","2302","2"
"93","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2543","815","2544","2"
"92","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3576","1081","3577","2"
"94","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2294","675","2295","1"
"95","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2591","769","2592","1"
"96","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3405","1041","3406","1"
"97","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2408","680","2409","2"
"98","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","1915","596","1916","1"
"99","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","2616","801","2617","1"
"100","true","0.59","34","53","36","0.04","0.59","0","53","36","0.9","0.2","0.03","3366","1069","3367","2"
